ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
451,Friendly,1921-09-14,Costa Rica,7,0,El Salvador,,0
452,Friendly,1921-09-18,Finland,3,3,Germany,,1
453,Friendly,1921-09-18,Guatemala,0,6,Costa Rica,,1
454,Copa America,1921-02-10,Argentina,1,0,Brazil,,1
455,Friendly,1921-02-10,Denmark,3,1,Norway,,1
456,Copa America,1921-09-10,Paraguay,2,1,Uruguay,,0
457,Friendly,1921-09-10,Sweden,0,0,Denmark,,1
458,Copa America,1921-12-10,Brazil,3,0,Paraguay,,0
459,Copa America,1921-10-16,Argentina,3,0,Paraguay,,1
460,British Championship,1921-10-22,Northern Ireland,1,1,England,,1
461,Copa America,1921-10-23,Brazil,1,2,Uruguay,,0
462,Copa America,1921-10-30,Argentina,1,0,Uruguay,,1
463,Friendly,1921-02-11,Uruguay,4,2,Paraguay,,1
464,Friendly,1921-06-11,Switzerland,1,1,Italy,,1
465,Friendly,1921-11-13,France,0,5,Netherlands,,1
466,Friendly,1921-12-18,Hungary,1,0,Poland,,1
467,Friendly,1921-12-18,Spain,3,1,Portugal,,1
468,Friendly,1922-01-15,France,2,1,Belgium,,1
469,British Championship,1922-04-02,Wales,2,1,Scotland,,1
470,British Championship,1922-03-13,England,1,0,Wales,,1
471,Friendly,1922-03-26,Belgium,4,0,Netherlands,,1
472,Friendly,1922-03-26,Germany,2,2,Switzerland,,1
473,British Championship,1922-08-04,England,0,1,Scotland,,1
474,Friendly,1922-04-15,Belgium,0,0,Denmark,,1
475,Friendly,1922-04-17,Netherlands,2,0,Denmark,,1
476,Friendly,1922-04-23,Austria,0,2,Germany,,1
477,Friendly,1922-04-30,France,0,4,Spain,,1
478,Friendly,1922-07-05,Netherlands,1,2,Belgium,,1
479,Friendly,1922-05-14,Poland,0,3,Hungary,,1
480,Friendly,1922-05-21,Italy,4,2,Belgium,,1
481,Friendly,1922-05-28,Sweden,1,2,Poland,,1
482,Friendly,1922-11-06,Austria,7,1,Switzerland,,1
483,Friendly,1922-11-06,Denmark,0,3,Czechoslovakia,,1
484,Friendly,1922-11-06,Norway,7,0,France,,1
485,Friendly,1922-06-15,Hungary,1,1,Switzerland,,1
486,Friendly,1922-06-17,New Zealand,3,1,Australia,,1
487,Friendly,1922-06-24,New Zealand,1,1,Australia,,1
488,Friendly,1922-02-07,Germany,0,0,Hungary,,1
489,Friendly,1922-08-07,New Zealand,3,1,Australia,,1
490,Friendly,1922-03-09,Romania,1,1,Poland,,1
491,Friendly,1922-10-09,Norway,3,3,Denmark,,1
492,Copa America,1922-09-17,Brazil,1,1,Chile,,1
493,Copa America,1922-09-23,Chile,0,2,Uruguay,,0
494,Copa America,1922-09-24,Brazil,1,1,Paraguay,,1
495,Copa America,1922-09-28,Argentina,4,0,Chile,,0
496,Copa America,1922-01-10,Brazil,0,0,Uruguay,,1
497,Friendly,1922-01-10,Denmark,1,2,Sweden,,1
498,Friendly,1922-01-10,Yugoslavia,1,3,Poland,,1
499,Copa America,1922-08-10,Argentina,0,1,Uruguay,,0
500,Copa America,1922-12-10,Paraguay,1,0,Uruguay,,0
501,Copa America,1922-10-15,Brazil,2,0,Argentina,,1
502,Copa America,1922-10-18,Argentina,2,0,Paraguay,,0
503,British Championship,1922-10-21,England,2,0,Northern Ireland,,1
504,Friendly,1922-10-22,Argentina,1,0,Chile,,1
505,Copa America,1922-10-22,Brazil,3,0,Paraguay,,1
506,Copa Roca,1922-10-22,Brazil,2,1,Argentina,,1
507,Friendly,1922-10-29,Brazil,3,1,Paraguay,,1
508,Copa Lipton,1922-12-11,Uruguay,1,0,Argentina,,1
509,Friendly,1922-11-19,Switzerland,5,0,Netherlands,,1
510,Friendly,1922-03-12,Italy,2,2,Switzerland,,1
511,Copa Premio Honor Uruguayo,1922-10-12,Uruguay,1,0,Argentina,,1
512,Copa Newton,1922-12-17,Argentina,2,2,Uruguay,,1
513,Friendly,1922-12-17,Portugal,1,2,Spain,,1
514,Friendly,1923-01-01,Guatemala,2,3,Mexico,,1
515,Friendly,1923-01-01,Italy,3,1,Germany,,1
516,Friendly,1923-04-01,Guatemala,3,1,Mexico,,1
517,Friendly,1923-07-01,Guatemala,1,4,Mexico,,1
518,Friendly,1923-01-21,Switzerland,2,0,Austria,,1
519,Friendly,1923-01-28,Spain,3,0,France,,1
520,Friendly,1923-04-02,Belgium,1,0,Spain,,1
521,Friendly,1923-02-25,Belgium,4,1,France,,1
522,British Championship,1923-05-03,Wales,2,2,England,,1
523,Friendly,1923-11-03,Switzerland,1,6,Hungary,,1
524,British Championship,1923-03-17,Scotland,2,0,Wales,,1
525,Friendly,1923-03-19,England,6,1,Belgium,,1
526,Friendly,1923-02-04,Netherlands,8,1,France,,1
527,British Championship,1923-04-14,Scotland,2,2,England,,1
528,British Championship,1923-04-14,Wales,0,3,Northern Ireland,,1
529,Friendly,1923-04-22,France,2,2,Switzerland,,1
530,Friendly,1923-04-29,Netherlands,1,1,Belgium,,1
531,Friendly,1923-06-05,Czechoslovakia,2,0,Denmark,,1
532,Friendly,1923-10-05,France,1,4,England,,1
533,Friendly,1923-10-05,Germany,0,0,Netherlands,,1
534,Copa Chevallier Boutell,1923-05-20,Argentina,0,2,Paraguay,,1
535,Friendly,1923-05-21,Sweden,2,4,England,,1
536,Friendly,1923-05-24,Japan,1,5,China PR,,1
537,Friendly,1923-05-24,Sweden,1,3,England,,1
538,Copa Chevallier Boutell,1923-05-25,Argentina,1,0,Paraguay,,1
539,Friendly,1923-03-06,Poland,1,2,Yugoslavia,,1
540,Friendly,1923-03-06,Switzerland,1,2,Germany,,1
541,Friendly,1923-09-06,Australia,2,1,New Zealand,,1
542,Friendly,1923-06-16,Australia,2,3,New Zealand,,1
543,Friendly,1923-06-17,Denmark,3,2,Switzerland,,1
544,Friendly,1923-06-21,Norway,2,2,Switzerland,,1
545,Copa Lipton,1923-06-24,Argentina,0,0,Uruguay,,1
546,Friendly,1923-06-29,Sweden,2,1,Germany,,1
547,Friendly,1923-06-30,Australia,1,4,New Zealand,,1
548,Friendly,1923-07-15,Argentina,2,2,Uruguay,,1
549,Copa Premio Honor Uruguayo,1923-07-22,Uruguay,2,2,Argentina,,1
550,Friendly,1923-12-08,Germany,1,2,Finland,,1
551,Friendly,1923-02-09,Poland,1,1,Romania,,1
552,Friendly,1923-09-23,Finland,5,3,Poland,,1
553,Friendly,1923-09-25,Estonia,1,4,Poland,,1
554,Friendly,1923-09-30,Denmark,2,1,Norway,,1
555,Copa Premio Honor Uruguayo,1923-09-30,Uruguay,0,2,Argentina,,1
556,Friendly,1923-10-14,Sweden,1,3,Denmark,,1
557,British Championship,1923-10-20,Northern Ireland,2,1,England,,1
558,Friendly,1923-10-28,France,0,2,Norway,,1
559,Copa America,1923-10-29,Argentina,4,3,Paraguay,,0
560,Friendly,1923-01-11,Belgium,2,2,England,,1
561,Friendly,1923-01-11,Poland,2,2,Sweden,,1
562,Friendly,1923-04-11,Germany,1,0,Norway,,1
563,Copa America,1923-04-11,Uruguay,2,0,Paraguay,,1
564,Copa America,1923-11-11,Brazil,0,1,Paraguay,,0
565,Copa America,1923-11-18,Argentina,2,1,Brazil,,0
566,Friendly,1923-11-22,Brazil,2,0,Paraguay,,0
567,Friendly,1923-11-25,Netherlands,4,1,Switzerland,,1
568,Copa America,1923-11-25,Uruguay,2,1,Brazil,,1
569,Friendly,1923-02-12,Argentina,0,2,Brazil,,1
570,Copa America,1923-02-12,Uruguay,2,0,Argentina,,1
571,Copa Roca,1923-09-12,Argentina,2,0,Brazil,,1
572,Friendly,1923-09-12,Mexico,2,1,Guatemala,,1
573,Friendly,1923-12-12,Mexico,2,0,Guatemala,,1
574,Friendly,1923-12-16,Mexico,3,3,Guatemala,,1
575,Friendly,1923-12-16,Spain,3,0,Portugal,,1
576,Friendly,1924-01-13,France,2,0,Belgium,,1
577,Friendly,1924-01-13,Germany,4,3,Austria,,1
578,British Championship,1924-02-16,Wales,2,0,Scotland,,1
579,British Championship,1924-03-03,England,1,2,Wales,,1
580,Friendly,1924-09-03,Italy,0,0,Spain,,1
581,Friendly,1924-03-13,Catalonia,0,7,Spain,,1
582,British Championship,1924-03-15,Northern Ireland,0,1,Wales,,1
583,Friendly,1924-03-23,Netherlands,1,1,Belgium,,1
584,Friendly,1924-03-23,Switzerland,3,0,France,,1
585,British Championship,1924-12-04,England,1,1,Scotland,,1
586,Friendly,1924-04-21,Netherlands,0,1,Germany,,1
587,Friendly,1924-04-21,Switzerland,2,0,Denmark,,1
588,Friendly,1924-04-27,Belgium,1,1,Netherlands,,1
589,Copa Chevallier Boutell,1924-05-15,Paraguay,1,3,Argentina,,1
590,Friendly,1924-05-17,France,1,3,England,,1
591,Copa Chevallier Boutell,1924-05-18,Paraguay,2,1,Argentina,,1
592,Friendly,1924-05-18,Sweden,5,1,Poland,,1
593,Friendly,1924-05-18,Switzerland,4,2,Hungary,,1
594,Copa Newton,1924-05-25,Argentina,4,0,Uruguay,,1
595,Copa Lipton,1924-05-25,Uruguay,2,0,Argentina,,1
596,Friendly,1924-04-06,France,0,1,Hungary,,1
597,Friendly,1924-07-06,Australia,3,2,Canada,,1
598,Friendly,1924-10-06,Poland,2,3,United States,,1
599,Friendly,1924-06-14,Australia,0,1,Canada,,1
600,Nordic Championship,1924-06-15,Denmark,2,3,Sweden,,1
601,Friendly,1924-06-15,Norway,0,2,Germany,,1
602,Friendly,1924-06-23,Australia,4,1,Canada,,1
603,Friendly,1924-06-28,Australia,0,0,Canada,,1
604,Friendly,1924-06-29,Poland,2,0,Turkey,,1
605,Friendly,1924-12-07,Australia,1,4,Canada,,1
606,Friendly,1924-07-26,Australia,1,0,Canada,,1
607,Friendly,1924-10-08,Poland,1,0,Finland,,1
608,Friendly,1924-08-31,Germany,1,4,Sweden,,1
609,Friendly,1924-08-31,Hungary,4,0,Poland,,1
610,Nordic Championship,1924-09-14,Norway,1,3,Denmark,,1
611,Friendly,1924-09-21,Hungary,4,1,Germany,,1
612,Friendly,1924-09-21,Uruguay,1,1,Argentina,,1
613,Friendly,1924-02-10,Argentina,2,1,Uruguay,,1
614,Friendly,1924-05-10,Denmark,2,1,Belgium,,1
615,Copa America,1924-12-10,Argentina,0,0,Paraguay,,0
616,Copa America,1924-10-19,Uruguay,5,0,Chile,,1
617,British Championship,1924-10-22,England,3,1,Northern Ireland,,1
618,Copa America,1924-10-25,Argentina,2,0,Chile,,0
619,Copa America,1924-10-26,Uruguay,3,1,Paraguay,,1
620,Friendly,1924-02-11,Netherlands,2,1,South Africa,,1
621,Copa America,1924-02-11,Uruguay,0,0,Argentina,,1
622,Friendly,1924-11-11,Belgium,3,0,France,,1
623,Friendly,1924-11-23,Germany,0,1,Italy,,1
624,Friendly,1924-08-12,England,4,0,Belgium,,1
625,Friendly,1924-12-14,Germany,1,1,Switzerland,,1
626,Friendly,1924-12-21,Spain,2,1,Austria,,1
627,British Championship,1925-02-14,Scotland,3,1,Wales,,1
628,British Championship,1925-02-28,Wales,1,2,England,,1
629,Friendly,1925-03-15,Belgium,0,1,Netherlands,,1
630,Friendly,1925-03-22,Austria,2,0,Switzerland,,1
631,Friendly,1925-03-22,Italy,7,0,France,,1
632,Friendly,1925-03-25,Hungary,5,0,Switzerland,,1
633,Friendly,1925-03-29,Netherlands,2,1,Germany,,1
634,British Championship,1925-04-04,Scotland,2,0,England,,1
635,British Championship,1925-04-18,Wales,0,0,Northern Ireland,,1
636,Friendly,1925-04-19,France,0,4,Austria,,1
637,Friendly,1925-04-19,Switzerland,4,1,Netherlands,,1
638,Friendly,1925-03-05,Netherlands,5,0,Belgium,,1
639,Friendly,1925-05-20,China PR,2,0,Japan,,0
640,Friendly,1925-05-21,France,2,3,England,,1
641,Friendly,1925-05-21,Hungary,1,3,Belgium,,1
642,Friendly,1925-05-24,Switzerland,0,0,Belgium,,1
643,Friendly,1925-01-06,Switzerland,0,3,Spain,,1
644,Friendly,1925-06-14,Spain,1,0,Italy,,1
645,Nordic Championship,1925-06-14,Sweden,0,2,Denmark,,1
646,Friendly,1925-06-18,Portugal,1,0,Italy,,1
647,Nordic Championship,1925-06-21,Denmark,5,1,Norway,,1
648,Friendly,1925-06-21,Sweden,1,0,Germany,,1
649,Friendly,1925-06-26,Finland,3,5,Germany,,1
650,Friendly,1925-06-27,Canada,1,0,United States,,1
651,Copa Chevallier Boutell,1925-09-07,Argentina,1,1,Paraguay,,1
652,Copa Chevallier Boutell,1925-12-07,Argentina,1,1,Paraguay,,1
653,Friendly,1925-07-14,Uruguay,0,1,Paraguay,,1
654,Friendly,1925-07-18,Uruguay,0,1,Paraguay,,1
655,Friendly,1925-07-19,Poland,0,2,Hungary,,1
656,Friendly,1925-08-15,Paraguay,1,0,Uruguay,,1
657,Friendly,1925-08-19,Paraguay,0,1,Uruguay,,1
658,Friendly,1925-08-23,Paraguay,0,0,Uruguay,,1
659,Friendly,1925-08-30,Finland,2,2,Poland,,1
660,Friendly,1925-02-09,Estonia,0,0,Poland,,1
661,Friendly,1925-09-27,Austria,0,1,Spain,,1
662,Friendly,1925-09-27,Denmark,3,3,Finland,,1
663,Friendly,1925-02-10,Turkey,1,2,Poland,,1
664,Friendly,1925-04-10,Hungary,0,1,Spain,,1
665,British Championship,1925-10-24,Northern Ireland,0,0,England,,1
666,Friendly,1925-10-25,Netherlands,4,2,Denmark,,1
667,Friendly,1925-10-25,Switzerland,0,4,Germany,,1
668,British Championship,1925-10-31,Wales,0,3,Scotland,,1
669,Friendly,1925-01-11,Poland,2,6,Sweden,,1
670,Friendly,1925-08-11,Switzerland,2,0,Austria,,1
671,Friendly,1925-08-11,United States,6,1,Canada,,1
672,Copa America,1925-11-29,Argentina,2,0,Paraguay,,1
673,Copa America,1925-06-12,Brazil,5,2,Paraguay,,0
674,Copa America,1925-12-13,Argentina,4,1,Brazil,,1
675,Friendly,1925-12-13,Belgium,3,4,Austria,,1
676,Copa America,1925-12-17,Brazil,3,1,Paraguay,,0
677,Copa America,1925-12-20,Argentina,3,1,Paraguay,,1
678,Copa America,1925-12-25,Argentina,2,2,Brazil,,1
679,British Championship,1926-02-13,Northern Ireland,3,0,Wales,,1
680,Friendly,1926-02-14,Belgium,0,2,Hungary,,1
681,British Championship,1926-01-03,England,1,3,Wales,,1
682,Friendly,1926-03-14,Belgium,1,1,Netherlands,,1
683,Friendly,1926-03-28,Netherlands,5,0,Switzerland,,1
684,Friendly,1926-11-04,France,4,3,Belgium,,1
685,British Championship,1926-04-17,England,0,1,Scotland,,1
686,Friendly,1926-04-18,France,4,2,Portugal,,1
687,Friendly,1926-04-18,Germany,4,2,Netherlands,,1
688,Friendly,1926-04-18,Switzerland,1,1,Italy,,1
689,Friendly,1926-04-25,France,1,0,Switzerland,,1
690,Friendly,1926-02-05,Netherlands,1,5,Belgium,,1
691,Friendly,1926-09-05,Italy,3,2,Switzerland,,1
692,Friendly,1926-05-24,Belgium,3,5,England,,1
693,Copa Chevallier Boutell,1926-05-29,Argentina,2,1,Paraguay,,1
694,Friendly,1926-05-30,Austria,4,1,France,,1
695,Copa Chevallier Boutell,1926-03-06,Argentina,2,1,Paraguay,,1
696,Friendly,1926-06-13,Denmark,4,1,Netherlands,,1
697,Friendly,1926-06-13,France,4,1,Yugoslavia,,1
698,Friendly,1926-06-20,Belgium,2,2,France,,1
699,Friendly,1926-06-20,Finland,3,2,Denmark,,1
700,Friendly,1926-06-20,Germany,3,3,Sweden,,1
701,Friendly,1926-04-07,Poland,2,0,Estonia,,1
702,Friendly,1926-08-08,Poland,7,1,Finland,,1
703,Friendly,1926-08-20,Hungary,4,1,Poland,,1
704,Friendly,1926-12-09,Poland,6,1,Turkey,,1
705,Nordic Championship,1926-09-19,Norway,2,2,Denmark,,1
706,Nordic Championship,1926-03-10,Denmark,2,0,Sweden,,1
707,Friendly,1926-03-10,Sweden,3,1,Poland,,1
708,Friendly,1926-10-10,Austria,7,1,Switzerland,,1
709,Copa America,1926-10-16,Argentina,5,0,Bolivia,,0
710,Copa America,1926-10-17,Chile,1,3,Uruguay,,1
711,Copa America,1926-10-20,Argentina,8,0,Paraguay,,0
712,British Championship,1926-10-20,England,3,3,Northern Ireland,,1
713,Copa America,1926-10-24,Argentina,0,2,Uruguay,,0
714,Copa America,1926-10-28,Bolivia,0,6,Uruguay,,0
715,British Championship,1926-10-30,Scotland,3,0,Wales,,1
716,Copa America,1926-10-31,Chile,1,1,Argentina,,1
717,Friendly,1926-10-31,Netherlands,2,3,Germany,,1
718,Copa America,1926-01-11,Paraguay,1,6,Uruguay,,0
719,Friendly,1926-06-11,United States,6,2,Canada,,1
720,Friendly,1926-12-12,Germany,2,3,Switzerland,,1
721,Friendly,1926-12-19,Spain,4,2,Hungary,,1
722,Friendly,1926-12-26,Portugal,3,3,Hungary,,1
723,Friendly,1927-02-01,Belgium,2,3,Czechoslovakia,,1
724,Friendly,1927-01-30,Switzerland,1,5,Italy,,1
725,British Championship,1927-12-02,Wales,3,3,England,,1
726,Friendly,1927-03-13,Belgium,2,0,Netherlands,,1
727,Friendly,1927-03-16,Portugal,4,0,France,,1
728,British Championship,1927-02-04,Scotland,1,2,England,,1
729,Friendly,1927-03-04,Belgium,2,1,Sweden,,1
730,British Championship,1927-09-04,Wales,2,2,Northern Ireland,,1
731,Friendly,1927-04-17,Italy,3,1,Portugal,,1
732,Friendly,1927-04-17,Spain,1,0,Switzerland,,1
733,Friendly,1927-04-24,France,3,3,Italy,,1
734,Friendly,1927-01-05,Netherlands,3,2,Belgium,,1
735,Friendly,1927-11-05,Belgium,1,9,England,,1
736,Friendly,1927-05-21,Luxembourg,2,5,England,,1
737,Friendly,1927-05-22,Austria,4,1,Belgium,,1
738,Friendly,1927-05-22,France,1,4,Spain,,1
739,Friendly,1927-05-26,Czechoslovakia,4,0,Belgium,,1
740,Friendly,1927-05-26,France,0,6,England,,1
741,Friendly,1927-05-29,Italy,2,0,Spain,,1
742,Friendly,1927-05-29,Norway,0,1,Denmark,,1
743,Friendly,1927-05-29,Switzerland,1,4,Austria,,1
744,Friendly,1927-12-06,Denmark,1,1,Netherlands,,1
745,Friendly,1927-12-06,Hungary,13,1,France,,1
746,Friendly,1927-06-19,Romania,3,3,Poland,,1
747,Nordic Championship,1927-06-19,Sweden,0,0,Denmark,,1
748,Friendly,1927-06-25,New Zealand,2,2,Canada,,1
749,Friendly,1927-02-07,New Zealand,1,2,Canada,,1
750,Friendly,1927-09-07,New Zealand,1,0,Canada,,1
751,Copa Newton,1927-07-14,Uruguay,0,1,Argentina,,1
752,Friendly,1927-07-23,New Zealand,1,4,Canada,,1
753,Friendly,1927-08-27,China PR,5,1,Japan,,1
754,Friendly,1927-08-29,Japan,2,1,Philippines,,0
755,Copa Lipton,1927-08-30,Argentina,0,1,Uruguay,,1
756,Friendly,1927-04-09,Sweden,7,0,Belgium,,1
757,Friendly,1927-02-10,Denmark,3,1,Germany,,1
758,British Championship,1927-10-22,Northern Ireland,2,0,England,,1
759,Friendly,1927-10-23,Germany,6,2,Norway,,1
760,British Championship,1927-10-29,Wales,2,2,Scotland,,1
761,Copa America,1927-10-30,Argentina,7,1,Bolivia,,0
762,Nordic Championship,1927-10-30,Denmark,3,1,Norway,,1
763,Copa America,1927-01-11,Peru,0,4,Uruguay,,1
764,Copa America,1927-06-11,Bolivia,0,9,Uruguay,,0
765,Friendly,1927-06-11,Switzerland,2,2,Sweden,,1
766,Friendly,1927-11-13,Netherlands,1,0,Sweden,,1
767,Copa America,1927-11-20,Argentina,3,2,Uruguay,,0
768,Friendly,1927-11-20,Germany,2,2,Netherlands,,1
769,Copa America,1927-11-27,Peru,1,5,Argentina,,1
770,British Championship,1927-11-28,England,1,2,Wales,,1
771,Friendly,1927-10-12,Chile,2,3,Uruguay,,1
772,International Cup,1928-01-01,Italy,3,2,Switzerland,,1
773,Friendly,1928-08-01,Belgium,1,2,Austria,,1
774,Friendly,1928-08-01,Portugal,2,2,Spain,,1
775,British Championship,1928-04-02,Northern Ireland,1,2,Wales,,1
776,Friendly,1928-12-02,Belgium,2,4,Republic of Ireland,,1
777,Friendly,1928-02-21,France,4,0,Northern Ireland,,1
778,Friendly,1928-11-03,Netherlands,1,1,Belgium,,1
779,Friendly,1928-11-03,Switzerland,4,3,France,,1
780,British Championship,1928-03-31,England,1,5,Scotland,,1
781,Friendly,1928-01-04,Belgium,1,0,Netherlands,,1
782,Friendly,1928-01-04,Portugal,0,0,Argentina,,1
783,Friendly,1928-04-15,France,2,3,Belgium,,1
784,Friendly,1928-04-15,Portugal,4,1,Italy,,1
785,Friendly,1928-04-15,Switzerland,2,3,Germany,,1
786,Friendly,1928-04-22,Netherlands,2,0,Denmark,,1
787,Friendly,1928-04-22,Spain,1,1,Italy,,1
788,Friendly,1928-04-29,France,1,1,Portugal,,1
789,Friendly,1928-06-05,Switzerland,2,1,Netherlands,,1
790,Friendly,1928-05-13,France,0,2,Czechoslovakia,,1
791,Friendly,1928-05-17,France,1,5,England,,1
792,Friendly,1928-05-19,Belgium,1,3,England,,1
793,Friendly,1928-10-06,Poland,3,3,United States,,1
794,Friendly,1928-06-14,Netherlands,1,2,Egypt,,1
795,Nordic Championship,1928-06-17,Norway,2,3,Denmark,,1
796,Friendly,1928-01-07,Poland,2,1,Sweden,,1
797,Friendly,1928-08-15,Paraguay,3,1,Uruguay,,1
798,Friendly,1928-08-17,Belarus,6,3,Switzerland,,0
799,Friendly,1928-08-19,Paraguay,1,1,Uruguay,,1
800,Copa Newton,1928-08-30,Argentina,1,0,Uruguay,,1
801,Friendly,1928-09-16,Germany,2,1,Denmark,,1
802,Copa Lipton,1928-09-21,Uruguay,2,2,Argentina,,1
803,Friendly,1928-09-23,Norway,0,2,Germany,,1
804,Friendly,1928-09-30,Sweden,2,0,Germany,,1
805,Nordic Championship,1928-07-10,Denmark,3,1,Sweden,,1
806,International Cup,1928-10-14,Switzerland,2,3,Italy,,1
807,British Championship,1928-10-22,England,2,1,Northern Ireland,,1
808,Friendly,1928-10-27,Czechoslovakia,3,2,Poland,,1
809,British Championship,1928-10-27,Scotland,4,2,Wales,,1
810,International Cup,1928-10-28,Austria,2,0,Switzerland,,1
811,International Cup,1928-01-11,Hungary,3,1,Switzerland,,1
812,Friendly,1928-04-11,Netherlands,1,1,Belgium,,1
813,British Championship,1928-11-17,Wales,2,3,England,,1
814,Friendly,1928-02-12,Italy,3,2,Netherlands,,1
815,British Championship,1929-02-02,Wales,2,2,Northern Ireland,,1
816,Friendly,1929-10-02,Germany,7,1,Switzerland,,1
817,Friendly,1929-02-24,France,3,0,Hungary,,1
818,Friendly,1929-03-17,Netherlands,3,2,Switzerland,,1
819,Friendly,1929-03-17,Spain,5,0,Portugal,,1
820,Friendly,1929-03-24,France,2,0,Portugal,,1
821,British Championship,1929-04-13,Scotland,1,0,England,,1
822,Friendly,1929-04-14,Spain,8,1,France,,1
823,International Cup,1929-04-14,Switzerland,4,5,Hungary,,1
824,Friendly,1929-04-28,Italy,1,2,Germany,,1
825,Friendly,1929-04-30,Republic of Ireland,4,0,Belgium,,1
826,Friendly,1929-05-05,Belgium,3,1,Netherlands,,1
827,International Cup,1929-05-05,Switzerland,1,4,Czechoslovakia,,1
828,Friendly,1929-09-05,France,1,4,England,,1
829,Friendly,1929-11-05,Belgium,1,5,England,,1
830,Friendly,1929-05-15,Spain,4,3,England,,1
831,Friendly,1929-05-19,France,1,3,Yugoslavia,,1
832,Friendly,1929-05-26,Belgium,4,1,France,,1
833,Friendly,1929-01-06,Germany,1,1,Scotland,,1
834,Friendly,1929-04-06,Netherlands,0,2,Scotland,,1
835,Friendly,1929-09-06,Sweden,6,2,Netherlands,,1
836,Friendly,1929-12-06,Norway,4,4,Netherlands,,1
837,Friendly,1929-06-16,Argentina,2,0,Uruguay,,1
838,Nordic Championship,1929-06-16,Sweden,3,2,Denmark,,1
839,Friendly,1929-06-16,Uruguay,1,1,Argentina,,1
840,Nordic Championship,1929-06-23,Denmark,2,5,Norway,,1
841,Friendly,1929-06-23,Germany,3,0,Sweden,,1
842,Copa Newton,1929-09-20,Uruguay,2,1,Argentina,,1
843,Copa Lipton,1929-09-28,Argentina,0,0,Uruguay,,1
844,International Cup,1929-06-10,Czechoslovakia,5,0,Switzerland,,1
845,Nordic Championship,1929-10-13,Denmark,8,0,Finland,,1
846,British Championship,1929-10-19,Northern Ireland,0,3,England,,1
847,Friendly,1929-10-20,Germany,4,0,Finland,,1
848,British Championship,1929-10-26,Wales,2,4,Scotland,,1
849,International Cup,1929-10-27,Switzerland,1,3,Austria,,1
850,Copa America,1929-01-11,Paraguay,3,0,Uruguay,,0
